TripID,DepartureLocation,Destination,DepartureTime,Status,DriverID,VehicleID
699,Safed,Raanana,2024-02-04 23:00:00,true,262,189
700,Bat Yam,Jerusalem,2024-02-04 23:30:00,true,321,371
701,Beer Sheva,Bat Yam,2024-02-05 00:00:00,false,242,201
702,Netanya,Bat Yam,2024-02-05 00:30:00,false,328,408
703,Jerusalem,Netanya,2024-02-05 01:00:00,false,427,376
704,Netanya,Holon,2024-02-05 01:30:00,false,20,105
705,Haifa,Ashkelon,2024-02-05 02:00:00,false,460,426
706,Holon,Haifa,2024-02-05 02:30:00,true,141,408
707,Raanana,Tel Aviv,2024-02-05 03:00:00,true,98,224
708,Bat Yam,Beer Sheva,2024-02-05 03:30:00,false,166,212
709,Haifa,Tel Aviv,2024-02-05 04:00:00,false,280,372
710,Raanana,Beer Sheva,2024-02-05 04:30:00,false,385,436
711,Eilat,Bat Yam,2024-02-05 05:00:00,true,30,506
712,Ashdod,Jerusalem,2024-02-05 05:30:00,false,328,353
713,Eilat,Haifa,2024-02-05 06:00:00,false,316,259
714,Holon,Haifa,2024-02-05 06:30:00,true,383,98
715,Raanana,Safed,2024-02-05 07:00:00,false,223,21
716,Safed,Ashkelon,2024-02-05 07:30:00,true,309,383
717,Tel Aviv,Bat Yam,2024-02-05 08:00:00,false,410,473
718,Haifa,Herzliya,2024-02-05 08:30:00,true,273,150
719,Eilat,Tel Aviv,2024-02-05 09:00:00,true,176,144
720,Raanana,Holon,2024-02-05 09:30:00,false,316,167
721,Holon,Tel Aviv,2024-02-05 10:00:00,false,332,105
722,Bat Yam,Holon,2024-02-05 10:30:00,false,198,254
723,Tiberias,Holon,2024-02-05 11:00:00,false,357,129
724,Holon,Eilat,2024-02-05 11:30:00,false,415,465
725,Raanana,Netanya,2024-02-05 12:00:00,true,413,406
726,Safed,Ashdod,2024-02-05 12:30:00,true,57,493
727,Ashdod,Tiberias,2024-02-05 13:00:00,false,306,430
728,Nazareth,Netanya,2024-02-05 13:30:00,false,80,140
729,Eilat,Ashkelon,2024-02-05 14:00:00,false,211,372
730,Ashdod,Tiberias,2024-02-05 14:30:00,false,119,321
731,Haifa,Netanya,2024-02-05 15:00:00,false,171,394
732,Raanana,Netanya,2024-02-05 15:30:00,true,383,515
733,Herzliya,Tiberias,2024-02-05 16:00:00,false,491,219
734,Holon,Netanya,2024-02-05 16:30:00,false,210,149
735,Tiberias,Ashkelon,2024-02-05 17:00:00,true,368,517
736,Tiberias,Herzliya,2024-02-05 17:30:00,true,143,295
737,Bat Yam,Raanana,2024-02-05 18:00:00,true,151,87
738,Safed,Ashkelon,2024-02-05 18:30:00,true,211,323
739,Ashkelon,Ashdod,2024-02-05 19:00:00,true,517,284
740,Tiberias,Tel Aviv,2024-02-05 19:30:00,true,14,141
741,Tel Aviv,Safed,2024-02-05 20:00:00,true,326,153
742,Nazareth,Tel Aviv,2024-02-05 20:30:00,true,180,19
743,Bat Yam,Eilat,2024-02-05 21:00:00,false,250,445
744,Jerusalem,Raanana,2024-02-05 21:30:00,true,253,297
745,Nazareth,Safed,2024-02-05 22:00:00,false,249,422
746,Tiberias,Tel Aviv,2024-02-05 22:30:00,true,256,343
747,Tel Aviv,Jerusalem,2024-02-05 23:00:00,false,238,517
748,Tel Aviv,Herzliya,2024-02-05 23:30:00,true,53,97
749,Holon,Raanana,2024-02-06 00:00:00,false,372,209
750,Bat Yam,Herzliya,2024-02-06 00:30:00,false,398,406
751,Jerusalem,Beer Sheva,2024-02-06 01:00:00,true,49,63
752,Eilat,Jerusalem,2024-02-06 01:30:00,true,378,516
753,Haifa,Safed,2024-02-06 02:00:00,true,199,457
754,Netanya,Holon,2024-02-06 02:30:00,true,340,444
755,Ashkelon,Tel Aviv,2024-02-06 03:00:00,true,384,311
756,Tiberias,Tel Aviv,2024-02-06 03:30:00,false,176,123
757,Beer Sheva,Ashkelon,2024-02-06 04:00:00,false,229,486
758,Bat Yam,Safed,2024-02-06 04:30:00,true,172,197
759,Netanya,Tel Aviv,2024-02-06 05:00:00,true,221,45
760,Jerusalem,Raanana,2024-02-06 05:30:00,false,287,66
761,Holon,Herzliya,2024-02-06 06:00:00,true,460,462
762,Holon,Ashkelon,2024-02-06 06:30:00,true,128,302
763,Bat Yam,Haifa,2024-02-06 07:00:00,true,155,127
764,Raanana,Holon,2024-02-06 07:30:00,false,413,287
765,Tel Aviv,Beer Sheva,2024-02-06 08:00:00,true,157,281
766,Tel Aviv,Ashdod,2024-02-06 08:30:00,false,343,407
767,Eilat,Haifa,2024-02-06 09:00:00,false,439,155
768,Jerusalem,Tiberias,2024-02-06 09:30:00,true,171,66
769,Raanana,Haifa,2024-02-06 10:00:00,true,502,102
770,Holon,Ashdod,2024-02-06 10:30:00,false,257,317
771,Safed,Bat Yam,2024-02-06 11:00:00,true,430,438
772,Netanya,Ashdod,2024-02-06 11:30:00,false,95,334
773,Jerusalem,Tiberias,2024-02-06 12:00:00,false,345,243
774,Holon,Haifa,2024-02-06 12:30:00,false,513,404
775,Safed,Haifa,2024-02-06 13:00:00,true,465,362
776,Holon,Tel Aviv,2024-02-06 13:30:00,false,380,493
777,Holon,Raanana,2024-02-06 14:00:00,false,183,280
778,Beer Sheva,Safed,2024-02-06 14:30:00,true,12,170
779,Raanana,Safed,2024-02-06 15:00:00,true,29,168
780,Nazareth,Jerusalem,2024-02-06 15:30:00,false,300,448
781,Eilat,Ashdod,2024-02-06 16:00:00,false,333,269
782,Safed,Herzliya,2024-02-06 16:30:00,false,264,378
783,Ashdod,Holon,2024-02-06 17:00:00,true,293,284
784,Raanana,Beer Sheva,2024-02-06 17:30:00,false,491,208
785,Ashkelon,Raanana,2024-02-06 18:00:00,false,500,109
786,Ashkelon,Nazareth,2024-02-06 18:30:00,true,315,69
787,Beer Sheva,Nazareth,2024-02-06 19:00:00,false,42,12
788,Ashkelon,Bat Yam,2024-02-06 19:30:00,false,163,323
789,Jerusalem,Beer Sheva,2024-02-06 20:00:00,true,379,48
790,Ashkelon,Jerusalem,2024-02-06 20:30:00,true,8,286
791,Holon,Ashdod,2024-02-06 21:00:00,false,2,472
792,Ashkelon,Safed,2024-02-06 21:30:00,true,102,506
793,Beer Sheva,Tiberias,2024-02-06 22:00:00,true,139,260
794,Ashdod,Eilat,2024-02-06 22:30:00,false,150,282
795,Safed,Raanana,2024-02-06 23:00:00,false,515,155
796,Netanya,Bat Yam,2024-02-06 23:30:00,true,314,287
797,Ashdod,Tiberias,2024-02-07 00:00:00,true,224,49
798,Holon,Haifa,2024-02-07 00:30:00,true,184,46
799,Netanya,Tel Aviv,2024-02-07 01:00:00,true,471,1
800,Jerusalem,Eilat,2024-02-07 01:30:00,true,40,137
801,Netanya,Bat Yam,2024-02-07 02:00:00,true,278,337
802,Tel Aviv,Raanana,2024-02-07 02:30:00,false,136,55
803,Jerusalem,Holon,2024-02-07 03:00:00,true,301,341
804,Haifa,Tel Aviv,2024-02-07 03:30:00,true,394,245
805,Herzliya,Netanya,2024-02-07 04:00:00,true,504,362
806,Netanya,Nazareth,2024-02-07 04:30:00,false,459,107
807,Safed,Eilat,2024-02-07 05:00:00,false,513,366
808,Ashdod,Eilat,2024-02-07 05:30:00,false,23,204
809,Haifa,Beer Sheva,2024-02-07 06:00:00,false,261,286
810,Bat Yam,Holon,2024-02-07 06:30:00,true,211,272
811,Haifa,Holon,2024-02-07 07:00:00,false,124,291
812,Nazareth,Netanya,2024-02-07 07:30:00,false,270,453
813,Ashdod,Safed,2024-02-07 08:00:00,false,352,378
814,Raanana,Holon,2024-02-07 08:30:00,false,135,511
815,Holon,Safed,2024-02-07 09:00:00,false,471,168
816,Haifa,Raanana,2024-02-07 09:30:00,false,220,299
817,Holon,Netanya,2024-02-07 10:00:00,false,295,393
818,Eilat,Beer Sheva,2024-02-07 10:30:00,false,273,197
819,Raanana,Bat Yam,2024-02-07 11:00:00,false,277,217
820,Ashdod,Bat Yam,2024-02-07 11:30:00,false,376,98
821,Tel Aviv,Netanya,2024-02-07 12:00:00,false,199,227
822,Holon,Tel Aviv,2024-02-07 12:30:00,true,215,462
823,Haifa,Ashkelon,2024-02-07 13:00:00,true,362,376
824,Tiberias,Haifa,2024-02-07 13:30:00,true,394,170
825,Safed,Ashdod,2024-02-07 14:00:00,true,6,400
826,Nazareth,Haifa,2024-02-07 14:30:00,false,268,407
827,Jerusalem,Beer Sheva,2024-02-07 15:00:00,false,374,355
828,Raanana,Herzliya,2024-02-07 15:30:00,true,86,307
829,Netanya,Jerusalem,2024-02-07 16:00:00,true,108,163
830,Herzliya,Netanya,2024-02-07 16:30:00,false,176,212
831,Ashdod,Tiberias,2024-02-07 17:00:00,true,118,83
832,Nazareth,Eilat,2024-02-07 17:30:00,false,61,211
833,Herzliya,Tel Aviv,2024-02-07 18:00:00,true,78,333
834,Raanana,Netanya,2024-02-07 18:30:00,false,380,515
835,Holon,Safed,2024-02-07 19:00:00,true,516,508
836,Tel Aviv,Nazareth,2024-02-07 19:30:00,false,90,78
837,Tel Aviv,Beer Sheva,2024-02-07 20:00:00,false,260,29
838,Beer Sheva,Netanya,2024-02-07 20:30:00,true,279,370
839,Raanana,Haifa,2024-02-07 21:00:00,true,247,9
840,Jerusalem,Netanya,2024-02-07 21:30:00,false,91,245
841,Ashdod,Holon,2024-02-07 22:00:00,false,360,399
842,Herzliya,Holon,2024-02-07 22:30:00,false,421,65
843,Safed,Beer Sheva,2024-02-07 23:00:00,true,71,427
844,Eilat,Ashkelon,2024-02-07 23:30:00,true,277,9
845,Ashdod,Tiberias,2024-02-08 00:00:00,true,243,58
846,Beer Sheva,Ashkelon,2024-02-08 00:30:00,true,158,51
847,Bat Yam,Ashdod,2024-02-08 01:00:00,false,156,19
848,Raanana,Haifa,2024-02-08 01:30:00,false,63,496
849,Ashkelon,Nazareth,2024-02-08 02:00:00,true,454,75
850,Bat Yam,Tiberias,2024-02-08 02:30:00,true,290,378
851,Jerusalem,Haifa,2024-02-08 03:00:00,false,3,230
852,Tel Aviv,Holon,2024-02-08 03:30:00,true,517,10
853,Nazareth,Jerusalem,2024-02-08 04:00:00,false,232,134
854,Bat Yam,Tel Aviv,2024-02-08 04:30:00,true,467,341
855,Safed,Tel Aviv,2024-02-08 05:00:00,false,434,306
856,Netanya,Beer Sheva,2024-02-08 05:30:00,true,373,216
857,Ashkelon,Beer Sheva,2024-02-08 06:00:00,false,239,372
858,Eilat,Ashkelon,2024-02-08 06:30:00,false,258,518
859,Tiberias,Beer Sheva,2024-02-08 07:00:00,true,418,422
860,Nazareth,Safed,2024-02-08 07:30:00,false,213,417
861,Nazareth,Tel Aviv,2024-02-08 08:00:00,true,446,79
862,Nazareth,Beer Sheva,2024-02-08 08:30:00,true,499,476
863,Beer Sheva,Ashkelon,2024-02-08 09:00:00,true,428,463
864,Herzliya,Raanana,2024-02-08 09:30:00,true,426,75
865,Eilat,Jerusalem,2024-02-08 10:00:00,false,397,249
866,Ashdod,Holon,2024-02-08 10:30:00,true,225,261
867,Eilat,Herzliya,2024-02-08 11:00:00,false,503,404
868,Tiberias,Nazareth,2024-02-08 11:30:00,true,429,4
869,Haifa,Raanana,2024-02-08 12:00:00,false,145,394
870,Ashkelon,Nazareth,2024-02-08 12:30:00,true,47,492
871,Holon,Bat Yam,2024-02-08 13:00:00,false,2,348
872,Eilat,Netanya,2024-02-08 13:30:00,false,166,15
873,Holon,Tiberias,2024-02-08 14:00:00,true,315,507
874,Eilat,Netanya,2024-02-08 14:30:00,true,44,306
875,Safed,Tel Aviv,2024-02-08 15:00:00,true,443,355
876,Bat Yam,Eilat,2024-02-08 15:30:00,false,514,484
877,Netanya,Bat Yam,2024-02-08 16:00:00,false,189,273
878,Haifa,Tel Aviv,2024-02-08 16:30:00,true,478,194
879,Tiberias,Ashdod,2024-02-08 17:00:00,true,353,183
880,Safed,Jerusalem,2024-02-08 17:30:00,true,232,34
881,Netanya,Jerusalem,2024-02-08 18:00:00,false,127,164
882,Nazareth,Herzliya,2024-02-08 18:30:00,false,448,403
883,Tiberias,Herzliya,2024-02-08 19:00:00,false,91,276
884,Tel Aviv,Beer Sheva,2024-02-08 19:30:00,false,39,89
885,Netanya,Ashkelon,2024-02-08 20:00:00,true,438,180
886,Netanya,Holon,2024-02-08 20:30:00,true,412,494
887,Tel Aviv,Raanana,2024-02-08 21:00:00,false,422,6
888,Beer Sheva,Bat Yam,2024-02-08 21:30:00,false,348,369
889,Netanya,Beer Sheva,2024-02-08 22:00:00,false,198,488
890,Herzliya,Netanya,2024-02-08 22:30:00,false,71,374
891,Herzliya,Nazareth,2024-02-08 23:00:00,false,307,492
892,Safed,Ashkelon,2024-02-08 23:30:00,false,182,215
893,Herzliya,Netanya,2024-02-09 00:00:00,true,519,253
894,Nazareth,Ashkelon,2024-02-09 00:30:00,true,86,453
895,Ashdod,Haifa,2024-02-09 01:00:00,false,196,95
896,Bat Yam,Safed,2024-02-09 01:30:00,false,345,403
897,Raanana,Beer Sheva,2024-02-09 02:00:00,true,4,78
898,Ashdod,Eilat,2024-02-09 02:30:00,true,335,27
899,Netanya,Herzliya,2024-02-09 03:00:00,true,518,459
900,Tiberias,Bat Yam,2024-02-09 03:30:00,false,211,347
901,Ashdod,Tel Aviv,2024-02-09 04:00:00,false,512,75
902,Netanya,Tiberias,2024-02-09 04:30:00,true,294,124
903,Beer Sheva,Netanya,2024-02-09 05:00:00,true,389,101
904,Eilat,Ashdod,2024-02-09 05:30:00,false,517,67
905,Herzliya,Tiberias,2024-02-09 06:00:00,false,149,513
906,Bat Yam,Tel Aviv,2024-02-09 06:30:00,false,236,190
907,Netanya,Jerusalem,2024-02-09 07:00:00,true,250,195
908,Raanana,Holon,2024-02-09 07:30:00,true,150,270
909,Bat Yam,Ashkelon,2024-02-09 08:00:00,false,470,254
910,Netanya,Nazareth,2024-02-09 08:30:00,true,384,325
911,Raanana,Haifa,2024-02-09 09:00:00,false,66,132
912,Netanya,Holon,2024-02-09 09:30:00,false,406,281
913,Eilat,Beer Sheva,2024-02-09 10:00:00,true,419,210
914,Herzliya,Netanya,2024-02-09 10:30:00,false,190,350
915,Raanana,Ashkelon,2024-02-09 11:00:00,false,84,449
916,Haifa,Raanana,2024-02-09 11:30:00,true,407,152
917,Herzliya,Raanana,2024-02-09 12:00:00,false,202,376
918,Nazareth,Ashdod,2024-02-09 12:30:00,true,411,333
919,Safed,Tiberias,2024-02-09 13:00:00,true,489,437
920,Beer Sheva,Eilat,2024-02-09 13:30:00,true,286,11
921,Safed,Jerusalem,2024-02-09 14:00:00,false,208,271
922,Tel Aviv,Raanana,2024-02-09 14:30:00,true,511,43
923,Beer Sheva,Nazareth,2024-02-09 15:00:00,true,416,428
924,Tiberias,Haifa,2024-02-09 15:30:00,true,470,389
925,Safed,Tiberias,2024-02-09 16:00:00,false,379,434
926,Eilat,Tel Aviv,2024-02-09 16:30:00,true,382,373
927,Eilat,Nazareth,2024-02-09 17:00:00,true,496,358
928,Ashkelon,Nazareth,2024-02-09 17:30:00,true,261,246
929,Jerusalem,Holon,2024-02-09 18:00:00,true,358,391
930,Netanya,Tel Aviv,2024-02-09 18:30:00,false,374,53
931,Haifa,Tiberias,2024-02-09 19:00:00,false,267,140
932,Herzliya,Nazareth,2024-02-09 19:30:00,false,317,497
933,Nazareth,Bat Yam,2024-02-09 20:00:00,true,90,111
934,Eilat,Ashkelon,2024-02-09 20:30:00,true,389,78
935,Haifa,Herzliya,2024-02-09 21:00:00,false,357,302
936,Jerusalem,Raanana,2024-02-09 21:30:00,true,119,495
937,Netanya,Ashdod,2024-02-09 22:00:00,false,505,156
938,Tiberias,Holon,2024-02-09 22:30:00,true,245,29
939,Bat Yam,Safed,2024-02-09 23:00:00,false,26,407
940,Bat Yam,Netanya,2024-02-09 23:30:00,true,492,6
941,Safed,Herzliya,2024-02-10 00:00:00,true,57,245
942,Nazareth,Netanya,2024-02-10 00:30:00,true,128,316
943,Beer Sheva,Herzliya,2024-02-10 01:00:00,true,276,72
944,Ashdod,Netanya,2024-02-10 01:30:00,false,74,270
