<<<<<<< HEAD
FuelLogID,FuelLogDate,FuelAmount,FuelCost,FuelStation,VehicleID,DriverID
107,2024-04-16,32.78,261.03,Sonol,206,403
108,2024-04-17,55.82,356.98,Dor Alon,442,224
109,2024-04-18,55.73,437.07,Paz,266,106
110,2024-04-19,32.92,237.96,Paz,257,457
111,2024-04-20,65.86,425.98,Ten,1,39
112,2024-04-21,40.66,303.33,Dor Alon,401,4
113,2024-04-22,58.30,442.37,Ten,490,447
114,2024-04-23,63.76,484.94,Paz,72,232
115,2024-04-24,45.38,337.66,Dor Alon,494,125
116,2024-04-25,51.41,410.50,Ten,342,311
117,2024-04-26,32.21,257.51,Dor Alon,93,375
118,2024-04-27,64.13,436.86,Sonol,471,297
119,2024-04-28,37.06,232.40,Delek,394,196
120,2024-04-29,57.84,451.94,Paz,368,499
121,2024-04-30,65.41,457.11,Paz,195,144
122,2024-05-01,37.72,282.73,Ten,245,501
123,2024-05-02,32.52,233.27,Dor Alon,316,512
124,2024-05-03,68.60,525.56,Delek,17,38
125,2024-05-04,32.24,245.60,Paz,44,416
126,2024-05-05,38.47,283.79,Dor Alon,470,153
127,2024-05-06,39.32,248.88,Paz,145,501
128,2024-05-07,48.85,383.59,Sonol,47,249
129,2024-05-08,30.57,224.35,Ten,315,100
130,2024-05-09,54.45,419.46,Paz,66,109
131,2024-05-10,49.89,381.09,Sonol,226,65
132,2024-05-11,47.05,360.44,Paz,412,333
133,2024-05-12,69.03,499.55,Sonol,141,330
134,2024-05-13,60.57,440.20,Paz,344,65
135,2024-05-14,40.96,309.80,Dor Alon,173,379
136,2024-05-15,36.60,242.97,Paz,42,137
137,2024-05-16,61.64,452.31,Paz,386,162
138,2024-05-17,65.19,413.65,Paz,8,184
139,2024-05-18,58.27,423.55,Ten,291,427
140,2024-05-19,57.69,379.09,Ten,278,462
141,2024-05-20,39.57,257.77,Ten,39,185
142,2024-05-21,54.48,346.41,Ten,309,357
143,2024-05-22,30.18,199.92,Dor Alon,121,98
144,2024-05-23,44.48,336.71,Ten,520,225
145,2024-05-24,60.81,449.19,Sonol,284,55
146,2024-05-25,34.51,223.23,Sonol,486,510
147,2024-05-26,36.39,286.05,Delek,56,373
148,2024-05-27,38.38,255.32,Paz,465,45
149,2024-05-28,59.62,468.90,Paz,181,162
150,2024-05-29,49.40,316.60,Dor Alon,241,456
151,2024-05-30,53.19,369.90,Paz,334,236
152,2024-05-31,43.05,274.51,Ten,423,205
153,2024-06-01,65.65,415.72,Ten,497,56
154,2024-06-02,35.80,281.75,Ten,466,183
155,2024-06-03,44.94,315.66,Delek,199,368
156,2024-06-04,38.09,244.88,Sonol,62,288
157,2024-06-05,34.44,242.39,Delek,429,176
158,2024-06-06,38.79,261.11,Dor Alon,161,175
159,2024-06-07,68.81,532.52,Dor Alon,89,422
160,2024-06-08,49.57,396.17,Delek,485,474
161,2024-06-09,30.58,213.16,Delek,253,254
162,2024-06-10,47.37,312.66,Ten,153,6
163,2024-06-11,69.21,434.09,Paz,482,517
164,2024-06-12,47.03,324.97,Ten,101,464
165,2024-06-13,39.62,285.47,Sonol,13,417
166,2024-06-14,35.31,237.72,Ten,93,17
167,2024-06-15,56.76,368.44,Ten,471,25
168,2024-06-16,48.55,313.12,Delek,416,190
169,2024-06-17,55.07,411.21,Ten,2,73
170,2024-06-18,65.74,446.98,Ten,34,304
171,2024-06-19,60.12,448.28,Dor Alon,213,83
172,2024-06-20,65.23,490.81,Paz,57,373
173,2024-06-21,34.44,236.19,Delek,42,375
174,2024-06-22,37.01,266.69,Sonol,69,210
175,2024-06-23,69.25,459.10,Dor Alon,117,490
176,2024-06-24,64.85,484.11,Delek,231,329
177,2024-06-25,65.92,468.46,Paz,434,284
178,2024-06-26,32.53,221.90,Dor Alon,498,514
179,2024-06-27,63.18,445.18,Dor Alon,300,463
180,2024-06-28,44.73,331.54,Ten,68,193
181,2024-06-29,33.49,231.19,Paz,184,296
182,2024-06-30,34.37,230.17,Sonol,152,509
183,2024-07-01,65.00,463.92,Ten,24,301
184,2024-07-02,68.78,493.47,Delek,136,486
185,2024-07-03,46.81,352.38,Sonol,22,299
186,2024-07-04,32.52,252.66,Ten,238,344
187,2024-07-05,53.15,392.27,Dor Alon,335,498
188,2024-07-06,56.63,405.15,Delek,456,469
189,2024-07-07,52.69,411.87,Delek,314,176
190,2024-07-08,39.07,268.39,Sonol,296,49
191,2024-07-09,44.12,309.75,Dor Alon,171,165
192,2024-07-10,41.41,329.28,Sonol,158,166
193,2024-07-11,34.68,277.05,Delek,130,452
194,2024-07-12,44.79,294.24,Delek,36,325
195,2024-07-13,35.92,251.70,Paz,167,309
196,2024-07-14,66.82,462.94,Ten,512,149
197,2024-07-15,67.11,434.93,Delek,520,340
198,2024-07-16,48.96,329.09,Delek,151,453
199,2024-07-17,57.57,432.75,Dor Alon,42,143
200,2024-07-18,34.68,216.56,Delek,226,457
201,2024-07-19,33.70,212.28,Delek,200,228
202,2024-07-20,37.83,240.24,Dor Alon,457,90
203,2024-07-21,45.78,324.25,Ten,58,370
204,2024-07-22,35.92,277.91,Delek,379,396
205,2024-07-23,30.49,207.97,Dor Alon,316,457
206,2024-07-24,33.50,251.59,Ten,455,426
207,2024-07-25,41.55,317.87,Sonol,435,425
208,2024-07-26,63.42,461.46,Delek,148,213
209,2024-07-27,48.98,380.16,Dor Alon,344,68
210,2024-07-28,60.24,383.08,Ten,420,280
211,2024-07-29,37.00,260.18,Sonol,141,205
212,2024-07-30,63.29,425.37,Delek,503,44
213,2024-07-31,63.38,427.63,Paz,475,230
214,2024-08-01,61.65,399.32,Paz,308,484
215,2024-08-02,56.15,438.35,Ten,428,184
216,2024-08-03,66.27,487.79,Delek,30,123
217,2024-08-04,49.72,395.13,Dor Alon,371,493
218,2024-08-05,47.44,316.15,Delek,488,123
219,2024-08-06,50.50,365.39,Dor Alon,266,167
220,2024-08-07,32.34,219.12,Sonol,139,366
221,2024-08-08,32.12,220.03,Delek,365,50
222,2024-08-09,41.67,306.28,Sonol,79,199
223,2024-08-10,60.59,440.96,Delek,172,331
224,2024-08-11,63.07,468.80,Delek,309,278
225,2024-08-12,33.83,245.07,Sonol,148,14
226,2024-08-13,50.73,348.59,Delek,497,422
227,2024-08-14,66.84,434.02,Dor Alon,224,159
228,2024-08-15,38.84,253.98,Ten,117,428
229,2024-08-16,66.64,427.15,Ten,135,18
230,2024-08-17,43.93,327.01,Dor Alon,143,453
231,2024-08-18,50.92,404.62,Paz,177,312
232,2024-08-19,59.78,383.40,Sonol,132,146
233,2024-08-20,42.30,278.24,Paz,81,436
234,2024-08-21,33.11,251.45,Sonol,442,44
235,2024-08-22,34.31,261.70,Paz,61,481
236,2024-08-23,66.34,416.48,Paz,309,11
237,2024-08-24,61.29,481.51,Sonol,211,205
238,2024-08-25,56.82,355.28,Dor Alon,150,285
239,2024-08-26,43.91,284.93,Dor Alon,513,248
240,2024-08-27,52.81,336.84,Sonol,15,223
241,2024-08-28,68.57,446.34,Sonol,5,102
242,2024-08-29,66.82,516.67,Dor Alon,487,376
243,2024-08-30,37.41,277.30,Delek,110,186
244,2024-08-31,69.25,482.21,Paz,234,418
245,2024-09-01,60.46,409.05,Dor Alon,478,113
246,2024-09-02,35.44,268.35,Paz,296,42
247,2024-09-03,43.12,276.33,Dor Alon,291,468
248,2024-09-04,59.45,442.11,Dor Alon,455,232
249,2024-09-05,46.29,369.07,Paz,439,194
250,2024-09-06,65.79,502.92,Paz,377,184
251,2024-09-07,69.95,495.59,Ten,108,406
252,2024-09-08,50.91,377.64,Ten,123,147
253,2024-09-09,46.02,334.24,Paz,105,173
254,2024-09-10,44.55,292.17,Paz,206,414
255,2024-09-11,39.31,273.77,Dor Alon,512,286
256,2024-09-12,53.75,406.42,Ten,410,365
257,2024-09-13,56.67,448.27,Sonol,497,286
258,2024-09-14,60.72,388.27,Ten,257,502
259,2024-09-15,39.23,309.77,Paz,31,102
260,2024-09-16,63.21,448.58,Ten,28,184
261,2024-09-17,54.18,367.80,Paz,311,99
262,2024-09-18,56.44,402.75,Sonol,505,478
263,2024-09-19,41.74,296.20,Dor Alon,517,268
264,2024-09-20,43.74,338.87,Ten,19,33
265,2024-09-21,65.21,418.29,Ten,461,323
266,2024-09-22,47.70,298.83,Sonol,182,311
267,2024-09-23,49.66,319.91,Paz,399,500
268,2024-09-24,52.75,373.63,Dor Alon,482,488
269,2024-09-25,64.17,456.38,Ten,401,270
270,2024-09-26,53.64,369.05,Delek,362,292
271,2024-09-27,32.46,235.75,Delek,132,376
272,2024-09-28,62.38,452.33,Paz,350,390
273,2024-09-29,47.13,376.36,Paz,422,360
274,2024-09-30,56.45,375.15,Paz,320,87
275,2024-10-01,64.76,414.86,Dor Alon,174,21
276,2024-10-02,43.04,302.56,Delek,433,432
277,2024-10-03,30.82,217.14,Ten,23,325
278,2024-10-04,52.81,358.07,Paz,101,501
279,2024-10-05,57.63,378.67,Delek,509,515
280,2024-10-06,36.67,247.12,Ten,447,207
281,2024-10-07,55.42,440.78,Delek,78,220
282,2024-10-08,40.61,273.52,Dor Alon,412,232
283,2024-10-09,59.72,380.15,Delek,98,345
284,2024-10-10,32.69,249.82,Sonol,487,438
285,2024-10-11,43.89,278.17,Delek,310,517
286,2024-10-12,47.32,339.37,Ten,205,425
287,2024-10-13,40.05,285.46,Dor Alon,185,20
288,2024-10-14,64.51,466.94,Delek,219,479
289,2024-10-15,67.49,483.15,Dor Alon,445,62
290,2024-10-16,38.03,267.45,Delek,247,155
291,2024-10-17,63.76,442.40,Ten,66,209
292,2024-10-18,40.68,273.23,Dor Alon,165,263
293,2024-10-19,39.45,261.52,Paz,154,197
294,2024-10-20,39.82,306.18,Dor Alon,476,498
295,2024-10-21,69.65,484.74,Sonol,38,207
296,2024-10-22,40.91,255.79,Paz,285,181
297,2024-10-23,68.55,484.96,Paz,21,57
298,2024-10-24,42.56,286.70,Delek,66,417
299,2024-10-25,56.87,443.26,Sonol,407,144
300,2024-10-26,34.48,259.36,Ten,124,258
301,2024-10-27,65.38,433.37,Delek,126,321
302,2024-10-28,63.29,476.39,Sonol,242,434
303,2024-10-29,35.77,233.05,Ten,282,451
304,2024-10-30,40.17,291.68,Paz,503,384
305,2024-10-31,42.66,297.03,Sonol,253,285
306,2024-11-01,44.52,333.38,Dor Alon,316,22
307,2024-11-02,31.39,236.40,Delek,56,246
308,2024-11-03,52.11,352.09,Dor Alon,372,125
309,2024-11-04,64.68,500.87,Ten,398,9
310,2024-11-05,67.10,526.89,Sonol,309,93
311,2024-11-06,41.90,324.60,Delek,165,450
312,2024-11-07,65.18,494.07,Delek,417,35
313,2024-11-08,64.66,496.70,Ten,504,483
314,2024-11-09,67.06,455.93,Sonol,433,103
315,2024-11-10,57.94,412.03,Dor Alon,361,431
316,2024-11-11,59.17,425.19,Paz,335,465
317,2024-11-12,60.48,444.80,Sonol,189,455
318,2024-11-13,30.12,197.59,Dor Alon,313,322
319,2024-11-14,33.29,215.86,Delek,134,421
320,2024-11-15,48.06,373.54,Sonol,137,267
321,2024-11-16,57.50,442.07,Paz,289,204
322,2024-11-17,46.58,304.05,Paz,387,230
323,2024-11-18,67.92,533.96,Ten,235,92
324,2024-11-19,37.93,283.04,Ten,173,51
325,2024-11-20,54.72,398.40,Delek,153,92
326,2024-11-21,36.80,265.73,Ten,15,446
327,2024-11-22,63.09,447.27,Sonol,230,209
328,2024-11-23,67.84,519.94,Ten,273,295
329,2024-11-24,45.28,315.89,Delek,212,221
330,2024-11-25,59.07,386.37,Sonol,185,419
331,2024-11-26,31.15,247.86,Sonol,242,462
332,2024-11-27,44.79,332.86,Paz,470,88
333,2024-11-28,48.76,378.80,Ten,408,218
334,2024-11-29,58.34,439.01,Paz,263,75
335,2024-11-30,52.28,329.04,Delek,241,483
336,2024-12-01,69.87,551.33,Delek,47,6
337,2024-12-02,50.18,345.52,Sonol,405,380
338,2024-12-03,68.72,495.28,Sonol,184,267
339,2024-12-04,50.15,394.91,Paz,480,136
340,2024-12-05,42.69,305.44,Paz,146,267
341,2024-12-06,42.53,338.60,Delek,512,288
342,2024-12-07,67.05,449.86,Dor Alon,270,271
343,2024-12-08,42.52,331.95,Sonol,324,504
344,2024-12-09,52.23,410.59,Sonol,451,55
345,2024-12-10,35.94,237.70,Delek,37,482
346,2024-12-11,36.54,257.27,Paz,119,507
347,2024-12-12,47.66,380.32,Ten,497,469
348,2024-12-13,34.50,258.60,Delek,152,127
349,2024-12-14,33.74,261.91,Dor Alon,185,173
350,2024-12-15,62.90,453.75,Dor Alon,218,5
351,2024-12-16,60.67,395.87,Ten,79,253
352,2024-12-17,57.08,445.07,Paz,27,292
353,2024-12-18,45.77,332.41,Sonol,109,332
354,2024-12-19,31.15,218.94,Delek,492,465
355,2024-12-20,53.77,333.94,Delek,45,464
356,2024-12-21,67.90,543.18,Paz,133,217
357,2024-12-22,62.06,416.38,Dor Alon,57,73
358,2024-12-23,68.08,468.83,Sonol,409,262
359,2024-12-24,39.60,300.47,Paz,409,92
360,2024-12-25,64.09,416.16,Sonol,413,292
361,2024-12-26,34.82,246.65,Dor Alon,443,318
362,2024-12-27,35.25,260.78,Ten,377,205
363,2024-12-28,47.82,329.89,Paz,275,434
364,2024-12-29,60.26,461.58,Ten,191,445
365,2024-12-30,33.72,240.22,Sonol,475,230
366,2024-12-31,67.23,480.63,Ten,86,298
367,2025-01-01,47.49,371.99,Sonol,490,308
368,2025-01-02,69.37,515.54,Dor Alon,308,255
369,2025-01-03,47.11,340.29,Dor Alon,79,47
370,2025-01-04,34.31,238.96,Dor Alon,97,476
371,2025-01-05,62.51,427.56,Paz,84,516
372,2025-01-06,34.56,255.43,Ten,184,187
373,2025-01-07,31.81,221.06,Dor Alon,305,322
374,2025-01-08,58.96,445.93,Delek,461,272
375,2025-01-09,68.67,533.46,Sonol,192,217
376,2025-01-10,33.13,263.98,Ten,266,109
377,2025-01-11,51.38,319.10,Sonol,120,14
378,2025-01-12,56.23,395.20,Delek,415,499
379,2025-01-13,54.74,435.35,Delek,370,405
380,2025-01-14,33.51,215.91,Paz,196,115
381,2025-01-15,57.84,378.20,Ten,28,215
382,2025-01-16,55.94,412.25,Paz,447,196
383,2025-01-17,42.04,295.72,Paz,486,433
384,2025-01-18,34.66,271.19,Ten,456,497
385,2025-01-19,30.79,215.81,Delek,249,207
386,2024-01-21,52.78,406.45,Paz,53,342
387,2024-01-22,34.11,263.52,Ten,443,426
388,2024-01-23,59.48,432.57,Ten,298,38
389,2024-01-24,45.99,327.63,Paz,500,238
390,2024-01-25,51.13,355.84,Delek,324,66
391,2024-01-26,65.72,456.81,Ten,485,120
392,2024-01-27,54.91,404.31,Paz,460,447
393,2024-01-28,36.45,273.64,Ten,481,353
394,2024-01-29,39.28,259.07,Sonol,348,480
395,2024-01-30,65.33,490.07,Delek,400,427
396,2024-01-31,61.84,472.43,Delek,166,213
397,2024-02-01,57.63,366.25,Sonol,495,133
398,2024-02-02,37.98,276.89,Ten,104,426
399,2024-02-03,42.15,277.22,Delek,49,19
400,2024-02-04,65.24,446.42,Dor Alon,163,179
401,2024-02-05,31.28,197.52,Dor Alon,441,117
402,2024-02-06,39.07,281.76,Delek,499,265
403,2024-02-07,61.40,465.71,Dor Alon,274,155
404,2024-02-08,54.17,346.01,Ten,52,449
405,2024-02-09,68.51,517.96,Dor Alon,109,105
406,2024-02-10,31.68,202.43,Delek,121,211
407,2024-02-11,36.28,244.01,Ten,453,519
408,2024-02-12,59.30,378.26,Sonol,373,343
409,2024-02-13,34.92,229.19,Sonol,426,7
410,2024-02-14,63.39,447.06,Sonol,294,518
411,2024-02-15,33.41,229.54,Sonol,425,370
412,2024-02-16,36.06,272.48,Sonol,432,234
413,2024-02-17,62.07,431.02,Dor Alon,420,470
414,2024-02-18,61.78,423.27,Sonol,31,454
415,2024-02-19,60.81,455.57,Delek,72,87
416,2024-02-20,42.59,339.34,Paz,169,445
417,2024-02-21,45.73,286.58,Dor Alon,155,60
418,2024-02-22,68.91,479.25,Delek,312,322
419,2024-02-23,30.32,203.25,Ten,151,414
420,2024-02-24,55.76,434.80,Ten,453,354
421,2024-02-25,61.02,475.09,Dor Alon,87,38
422,2024-02-26,43.38,325.57,Sonol,130,291
423,2024-02-27,33.71,242.48,Paz,349,164
424,2024-02-28,31.12,237.57,Delek,265,248
425,2024-02-29,59.06,471.09,Delek,114,62
426,2024-03-01,40.39,287.31,Paz,127,49
427,2024-03-02,47.95,346.70,Delek,6,465
428,2024-03-03,69.32,530.28,Delek,240,359
429,2024-03-04,41.38,315.01,Dor Alon,144,387
430,2024-03-05,59.50,380.17,Ten,198,370
431,2024-03-06,33.92,253.75,Paz,422,84
432,2024-03-07,32.49,253.40,Ten,488,220
433,2024-03-08,33.12,245.69,Delek,413,405
434,2024-03-09,53.37,392.04,Ten,451,502
435,2024-03-10,62.95,406.65,Ten,131,497
436,2024-03-11,35.18,262.73,Ten,121,218
437,2024-03-12,48.93,369.11,Dor Alon,379,122
438,2024-03-13,64.09,410.09,Paz,379,297
439,2024-03-14,50.91,326.43,Delek,313,384
440,2024-03-15,41.76,261.02,Dor Alon,147,146
441,2024-03-16,46.87,369.63,Sonol,313,291
442,2024-03-17,37.32,281.07,Dor Alon,3,126
443,2024-03-18,43.95,341.35,Dor Alon,428,493
444,2024-03-19,42.39,297.34,Ten,346,387
445,2024-03-20,63.38,488.07,Dor Alon,136,142
446,2024-03-21,55.46,419.89,Delek,460,153
447,2024-03-22,33.57,245.89,Sonol,420,397
448,2024-03-23,66.01,449.54,Delek,47,454
449,2024-03-24,55.84,433.25,Dor Alon,26,317
450,2024-03-25,55.81,410.71,Dor Alon,88,198
451,2024-03-26,51.67,390.82,Dor Alon,194,488
452,2024-03-27,65.87,422.66,Delek,185,20
453,2024-03-28,61.47,408.25,Dor Alon,455,87
454,2024-03-29,54.27,375.72,Paz,47,504
455,2024-03-30,43.60,284.49,Ten,25,325
456,2024-03-31,40.29,258.11,Delek,102,173
457,2024-04-01,35.76,238.16,Delek,92,158
458,2024-04-02,68.09,505.33,Sonol,61,334
459,2024-04-03,31.09,196.03,Delek,400,102
460,2024-04-04,35.70,278.72,Paz,265,385
461,2024-04-05,32.08,212.73,Dor Alon,243,505
462,2024-04-06,60.10,414.27,Paz,118,276
463,2024-04-07,42.73,307.47,Paz,68,496
464,2024-04-08,46.30,306.54,Dor Alon,20,276
465,2024-04-09,68.54,508.24,Delek,253,129
466,2024-04-10,52.73,369.26,Sonol,513,209
467,2024-04-11,44.93,358.25,Dor Alon,252,434
468,2024-04-12,48.07,298.12,Sonol,476,297
469,2024-04-13,30.02,236.57,Dor Alon,494,280
470,2024-04-14,40.04,297.26,Dor Alon,360,218
471,2024-04-15,63.63,426.73,Delek,166,72
472,2024-04-16,33.59,250.49,Ten,144,287
473,2024-04-17,38.43,273.19,Delek,326,351
474,2024-04-18,69.19,517.12,Delek,280,252
475,2024-04-19,43.67,306.90,Sonol,337,17
476,2024-04-20,55.86,346.54,Paz,488,5
477,2024-04-21,56.91,395.17,Dor Alon,501,403
478,2024-04-22,33.25,258.62,Ten,80,32
479,2024-04-23,56.89,388.87,Ten,386,367
480,2024-04-24,37.09,281.23,Ten,9,128
481,2024-04-25,44.82,293.45,Paz,10,227
482,2024-04-26,60.34,448.02,Paz,367,197
483,2024-04-27,62.65,458.94,Ten,227,240
484,2024-04-28,68.69,430.43,Paz,505,215
485,2024-04-29,37.84,290.54,Delek,406,114
486,2024-04-30,52.76,374.03,Paz,199,180
487,2024-05-01,53.53,403.76,Dor Alon,131,266
488,2024-05-02,64.22,500.00,Paz,281,197
489,2024-05-03,69.68,518.93,Paz,259,465
490,2024-05-04,67.52,496.52,Ten,54,331
491,2024-05-05,63.77,442.08,Ten,125,478
492,2024-05-06,44.46,336.39,Delek,230,49
493,2024-05-07,66.74,477.75,Ten,324,6
494,2024-05-08,37.78,239.80,Ten,26,232
495,2024-05-09,68.31,536.27,Delek,202,169
496,2024-05-10,42.43,310.88,Ten,100,29
497,2024-05-11,47.28,295.18,Sonol,343,257
498,2024-05-12,34.31,227.44,Delek,349,56
499,2024-05-13,50.79,336.54,Paz,75,450
500,2024-05-14,55.01,398.39,Paz,88,63
501,2024-05-15,45.10,351.88,Paz,67,131
502,2024-05-16,66.76,467.02,Paz,309,443
503,2024-05-17,34.07,214.66,Ten,54,302
504,2024-05-18,46.07,336.82,Dor Alon,421,239
505,2024-05-19,61.50,450.38,Ten,465,394
506,2024-05-20,61.81,481.12,Paz,104,348
507,2024-05-21,48.16,327.04,Paz,198,111
508,2024-05-22,30.49,228.19,Dor Alon,199,130
509,2024-05-23,40.25,280.05,Sonol,456,191
510,2024-05-24,35.51,222.98,Dor Alon,131,320
511,2024-05-25,47.43,376.00,Dor Alon,367,319
512,2024-05-26,65.41,496.85,Delek,151,481
513,2024-05-27,54.13,363.97,Paz,9,149
514,2024-05-28,39.50,303.14,Delek,56,433
515,2024-05-29,37.82,248.12,Delek,207,71
516,2024-05-30,37.57,265.11,Dor Alon,479,340
517,2024-05-31,52.64,358.17,Delek,307,429
518,2024-06-01,36.49,256.08,Sonol,44,508
519,2024-06-02,66.80,490.97,Dor Alon,236,478
520,2024-06-03,38.53,272.23,Sonol,340,385
=======
FuelLogID,FuelLogDate,FuelAmount,FuelCost,FuelStation,VehicleID,DriverID
21,2024-01-21,41.97,314.98,Sonol,324,20
22,2024-01-22,53.10,360.93,Sonol,363,68
23,2024-01-23,41.22,257.88,Dor Alon,385,170
24,2024-01-24,54.23,354.52,Delek,120,316
25,2024-01-25,58.39,390.55,Sonol,89,509
26,2024-01-26,44.86,345.11,Dor Alon,310,222
27,2024-01-27,42.09,269.46,Paz,39,207
28,2024-01-28,47.75,298.19,Sonol,495,513
29,2024-01-29,37.61,295.71,Sonol,318,336
30,2024-01-30,60.78,387.59,Paz,136,211
31,2024-01-31,48.37,362.03,Delek,119,5
32,2024-02-01,67.29,500.42,Ten,90,342
33,2024-02-02,65.57,418.70,Dor Alon,320,24
34,2024-02-03,60.34,443.49,Sonol,215,329
35,2024-02-04,37.70,252.51,Paz,327,452
36,2024-02-05,40.91,265.24,Dor Alon,118,16
37,2024-02-06,52.39,334.47,Delek,359,327
38,2024-02-07,35.66,266.30,Sonol,291,251
39,2024-02-08,32.85,239.93,Paz,347,455
40,2024-02-09,35.20,248.07,Ten,52,109
41,2024-02-10,32.15,224.01,Dor Alon,184,457
42,2024-02-11,44.22,300.62,Ten,203,81
43,2024-02-12,52.71,335.62,Ten,480,100
44,2024-02-13,42.42,312.21,Sonol,477,482
45,2024-02-14,67.90,438.55,Ten,265,373
46,2024-02-15,37.33,293.08,Ten,339,333
47,2024-02-16,49.50,312.72,Ten,116,360
48,2024-02-17,48.45,315.29,Dor Alon,357,131
49,2024-02-18,34.12,261.75,Dor Alon,110,334
50,2024-02-19,55.98,426.92,Dor Alon,473,411
51,2024-02-20,46.54,340.56,Ten,163,494
52,2024-02-21,32.64,214.60,Dor Alon,442,446
53,2024-02-22,61.49,441.51,Paz,242,178
54,2024-02-23,59.57,445.67,Dor Alon,499,118
55,2024-02-24,53.84,365.34,Sonol,100,456
56,2024-02-25,42.32,293.30,Delek,112,389
